id,location_id,sales_id,features_id,propertyType,yearBuilt,assessorID,legalDescription,subdivision,zoning,hoa,propertyTaxes,ownerOccupied
"8627-Hadley-St,-Overland-Park,-KS-66212",102,0,81,Single Family,1949.0,NP87200001 0008,VALLEY VIEW LOT 8 BLK 1 OPC-0684 0008,VALLEY VIEW,R-1,Unknown,"{'2022': {'year': 2022, 'total': 2436}}",0.0
"5525-Mansions-Blfs,-San-Antonio,-TX-78245",103,0,12,Apartment,2013.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"410-Mashapaug-Rd,-Holland,-MA-01521",104,58,82,Single Family,2008.0,HOLL M:R03 B:A L:01.02,LOT:1.02 BLK:A CITY/MUNI/TWP:HOLLAND,HOLLAND,Unknown,Unknown,"{'2024': {'year': 2024, 'total': 10314}}",1.0
"1445-E-Broad-St,-Apt-101C,-Columbus,-OH-43205",105,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"8508-Morgantown-Rd,-Indianapolis,-IN-46217",106,0,83,Single Family,1940.0,49-14-21-120-017.000-500,134.94FT X 331.65FT BEG 2183.355FT N OF SE CORSE1/4 S21 T14 R3 1AC,Unknown,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 879}, '2020': {'year': 2020, 'total': 1205}}",0.0
"8-Kretch-Cir,-Wappingers-Falls,-NY-12590",107,59,84,Single Family,1965.0,135689 6156-01-482749-0000,0.31 AC (C),FLEETWOOD MANOR,R15,Unknown,"{'2021': {'year': 2021, 'total': 6842}}",1.0
"5502-Fm-1960-Rd-E,-Humble,-TX-77346",108,60,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"19375-Cypress-Ridge-Ter,-Unit-511,-Leesburg,-VA-20176",109,61,85,Condo,2000.0,082-30-2731-115,BLUE RIDGE AT LANSDOWNE WOODS PH.2A UNIT 19375-511 2111--1101 (2) 1776--695 (2) (FORMERLY BLUE RIDGE AT LEISURE WORLD),BLUE RIDGE AT LANSDOWNE WOODS,PDAAAR,Unknown,"{'2021': {'year': 2021, 'total': 3180}, '2023': {'year': 2023, 'total': 3250}, '2024': {'year': 2024, 'total': 3417}}",1.0
"7093-Gallant-Fox-Dr,-New-Albany,-OH-43054",110,62,86,Condo,2002.0,010-264774,NEW ALBANY PARK CONDOMINIUM BLDG 4 UNIT 4-7093,NEW ALBANY PARK,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2138}, '2023': {'year': 2023, 'total': 2547}}",0.0
"1771-Mission-Hills-Rd,-Apt-509,-Northbrook,-IL-60062",111,63,87,Condo,1986.0,04-18-200-039-1073,(MISSION) (HILLS) CONDOMINIUM (M8) SEC 18-42-12,MISSION HILLS CONDOMINIUM,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 5096}, '2021': {'year': 2021, 'total': 5449}, '2023': {'year': 2023, 'total': 7901}}",1.0
"3408-Sandystone-Cir,-Fayetteville,-NC-28311",112,64,88,Single Family,1992.0,0429-82-0458,LAKERIDGE ESTATES LO28 SE05 PL0080-0028,LAKE RIDGE ESTATES,SF10,Unknown,"{'2020': {'year': 2020, 'total': 2099}, '2021': {'year': 2021, 'total': 2099}, '2022': {'year': 2022, 'total': 2099}, '2023': {'year': 2023, 'total': 2230}}",0.0
"11024-Endeavor-Dr,-Parker,-CO-80134",113,65,89,Single Family,2018.0,R0490471,LOT 4 BLOCK 2 OVERLOOK AT CHERRY CREEK 2 0.13 AM/L,OVERLOOK AT CHERRY CREEK,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 5423}, '2023': {'year': 2023, 'total': 6640}}",1.0
"3808-Loma-Ln,-Baldwin-Park,-CA-91706",114,0,90,Single Family,1962.0,8552-007-073,TRACT NO 26568 LOT 2,26568,BPR1*,Unknown,"{'2020': {'year': 2020, 'total': 2160}, '2023': {'year': 2023, 'total': 2179}, '2024': {'year': 2024, 'total': 2206}}",1.0
"581-Commonwealth-Rd,-Mount-Pleasant,-SC-29466",115,66,91,Single Family,1987.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"3145-Mount-Pleasant-St-NW,-Apt-318,-Washington,-DC-20010",116,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"12118-Redbud-Leaf,-San-Antonio,-TX-78253",117,67,92,Single Family,2006.0,04411-302-0220,"CB 4411C (ALAMO RANCH UT-1), BLOCK 2 LOT 22 NEW FOR 2007 PER PLAT 9570/118-121",CB 4411C (ALAMO RANCH UT-1),Unknown,Unknown,"{'2017': {'year': 2017, 'total': 5150}, '2018': {'year': 2018, 'total': 5296}, '2019': {'year': 2019, 'total': 5332}, '2020': {'year': 2020, 'total': 5415}, '2021': {'year': 2021, 'total': 5544}, '2022': {'year': 2022, 'total': 6244}, '2023': {'year': 2023, 'total': 5187}}",1.0
"34333-N-Bobolink-Trl,-Grayslake,-IL-60030",118,0,93,Single Family,2003.0,07-19-306-111,STONERIDGE SUBDIVISION; LOT 36,STONERIDGE SUBDIVISION,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 13613}, '2023': {'year': 2023, 'total': 13613}}",1.0
"25-Cape-Ct,-Pekin,-IL-61554",119,68,94,Single Family,1958.0,04-10-01-304-021,SEC 1 T24N R5W ARLANN COUNTRY CLUB SUBD EXT 1 LOT 25 SW 14,ARLANN COUNTRY CLUB SUB,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 6199}}",0.0
"800-Sw-Benjamin-Dr,-Lees-Summit,-MO-64081",120,69,95,Single Family,1998.0,62-610-15-26,CEDAR CREEK ESTATES LOT 54,CEDAR CREEK ESTATES,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 4218}, '2023': {'year': 2023, 'total': 5274}}",1.0
"455-Titus-Ave,-Apt-606,-Rochester,-NY-14617",121,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"170-W-Live-Oak-Ave,-Arcadia,-CA-91007",122,70,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"105-Thoresby-Ct,-Cary,-NC-27519",123,71,96,Single Family,1995.0,0744.03-00-7182 0212750,LO132 WELLSLEY PHIII SC6 BM1995-1206,WELLSLEY PH III SC6,R12,Unknown,"{'2022': {'year': 2022, 'total': 4423}, '2023': {'year': 2023, 'total': 4863}, '2024': {'year': 2024, 'total': 6348}}",1.0
"10112-Beatty-Ln,-Evansville,-IN-47725",124,0,97,Single Family,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2344-W-Mandalay-Ln,-Phoenix,-AZ-85023",125,72,98,Single Family,1974.0,208-15-126,CANYON CREEK DEER VALLEY 2,CANYON CREEK DEER VALLEY UNIT 2,R-8,Unknown,"{'2022': {'year': 2022, 'total': 1474}, '2023': {'year': 2023, 'total': 1528}}",1.0
"459-Woodduck-Pl,-Unit-B,-Saint-Paul,-MN-55125",126,0,99,Single Family,2004.0,04-028-21-23-0010,SUBDIVISIONNAME POND VIEW TOWNHOMES LOT 3 BLOCK 1 SUBDIVISIONCD 00919 (CIC #307 DECLAR CREATED 10/26/2007 REC'D PLAT #02438),POND VIEW TOWNHOMES,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 2596}}",0.0
"3864-Goldenrod-Ave,-Rialto,-CA-92377",127,73,100,Single Family,2003.0,0239-283-31-0000,TRACT 16304 LOT 31 BOOK 292 PAGE 4,Unknown,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 11217}}",1.0
"927-E-Minneapolis-Ave,-Salina,-KS-67401",128,0,101,Single Family,1955.0,086-24-0-40-10-013.00,"KWU CLAFLIN ADD RPL B/6&8, S24, T4, R3, BLOCK 6, LOT 12",KWU CLAFLIN ADD,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 2381}}",1.0
"825-2nd-St-NW,-Waseca,-MN-56093",129,74,102,Single Family,1947.0,17.112.0300,AUDITOR'S PLAT OF NE1/4 OF SE1 S52FT OF LOT 6 BLK 2,AUDITOR'S PLAT OF NE1/4 OF SE1,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 1620}, '2023': {'year': 2023, 'total': 1334}}",1.0
"813-Ohio-St,-Racine,-WI-53405",130,75,103,Single Family,1953.0,276 000011523005,BLK 5 IRVING MANOR NO 2 LOT 5 + N 3 FT LOT 4,IRVING MANOR 02,R2,Unknown,"{'2020': {'year': 2020, 'total': 3797}, '2023': {'year': 2023, 'total': 4072}, '2024': {'year': 2024, 'total': 4307}}",1.0
"11106-Barrow-Ln,-Houston,-TX-77065",131,76,104,Single Family,2002.0,1230600040025,LT 25 BLK 4 WORTHAM FALLS SEC 1,WORTHAM FALLS,Unknown,Unknown,"{'2015': {'year': 2015, 'total': 4677}, '2016': {'year': 2016, 'total': 4655}, '2017': {'year': 2017, 'total': 4308}, '2018': {'year': 2018, 'total': 4886}, '2019': {'year': 2019, 'total': 5123}, '2020': {'year': 2020, 'total': 5151}, '2021': {'year': 2021, 'total': 5345}, '2022': {'year': 2022, 'total': 5601}, '2023': {'year': 2023, 'total': 1546}, '2024': {'year': 2024, 'total': 6284}}",1.0
"674-Hidden-Valley-Rd,-Chapmanville,-WV-25508",132,0,105,Single Family,1981.0,23-02-  83-0026.0000,LOT 80 HIDDEN VALLEY SUR,Unknown,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 471}}",1.0
"13810-Shepherds-Path-NW,-Apt-244,-Prior-Lake,-MN-55379",133,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"625-N-Tompkins-Dr,-Oklahoma-City,-OK-73127",134,77,106,Single Family,1962.0,14-804-1425,MELROSE LANE 004 001,MELROSE LANE,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 950}, '2022': {'year': 2022, 'total': 1092}, '2023': {'year': 2023, 'total': 1134}}",0.0
"3739-92nd-St,-Jackson-Heights,-NY-11372",135,78,107,Multi-Family,1930.0,01480-0060,Unknown,Unknown,R5,Unknown,"{'2019': {'year': 2019, 'total': 6538}}",1.0
"1034-Oak-Hill-Dr,-Lexington,-KY-40505",136,79,108,Single Family,1949.0,10236350,E-517 CASTLEWOOD PARK NO 2 LOT 13; BOOK: 3825 PAGE: 328,CASTLEWOOD PARK NO 2,R-1C-SINGLE FAMILY RESIDE,Unknown,"{'2021': {'year': 2021, 'total': 1171}}",1.0
"32-Chiswick-Cir,-Bloomington,-IL-61704",137,0,109,Single Family,1988.0,21-12-353-010,ROLLINGBROOK SUB 6TH ADD LOT 329,ROLLINGBROOK SUB,R1C,Unknown,"{'2022': {'year': 2022, 'total': 5461}, '2023': {'year': 2023, 'total': 6040}}",1.0
"7405-Ann-St,-Riverdale,-GA-30274",138,80,110,Single Family,1971.0,13-182D- D-019,LOT:28 CITY/MUNI/TWP:RIVERDALE SUBD:JOHN P BRADBURY INC,JOHN P BRADBURY INC,R,Unknown,"{'2022': {'year': 2022, 'total': 886}, '2023': {'year': 2023, 'total': 2875}, '2024': {'year': 2024, 'total': 4291}}",0.0
"4842-190th-St-W,-Farmington,-MN-55024",139,81,111,Single Family,2002.0,14-47800-02-100,10 2,MEADOW CREEK 1ST ADDITION,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 4092}}",1.0
"PO-Box-248,-Short-Hills,-NJ-07078",140,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"425-S-Monroe-Ave,-Apt-3K,-Green-Bay,-WI-54301",141,0,22,Condo,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2034-W-Arthur-Ave,-Unit-2,-Chicago,-IL-60645",142,0,112,Condo,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"18406-Crossprairie,-San-Antonio,-TX-78258",143,82,113,Single Family,1999.0,16337-001-0660,NCB 16337 BLK 1 LOT 66 ROGERS RANCH UT-16 PUD,ROGERS RANCH,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 10516}, '2023': {'year': 2023, 'total': 9792}}",1.0
"52-Frost-Ave,-Peebles,-OH-45660",144,83,114,Single Family,1930.0,055-13-17-009.000,ACRES: 0.16500 MCCOY ADDITION INLOT 6 WHOLE,MCCOY ADDITION,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 222}, '2023': {'year': 2023, 'total': 503}}",0.0
"135-Arden-Pl,-Alpharetta,-GA-30022",145,84,115,Single Family,2006.0,12 292007851692,BSMT COMP 714,ARDEN PLACE/NESBIT FERRY,R5,Unknown,"{'2021': {'year': 2021, 'total': 4448}, '2023': {'year': 2023, 'total': 6962}}",1.0
"419-Madison-Ave,-Apt-102,-Cape-Canaveral,-FL-32920",146,0,116,Condo,1963.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"9506-Georgian-Way,-Owings-Mills,-MD-21117",147,85,117,Single Family,1994.0,02-2200014942,9506 GEORGIAN WAY SS LYONS GATE,LYONS GATE 04,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 2857}, '2022': {'year': 2022, 'total': 2808}, '2023': {'year': 2023, 'total': 2009}}",1.0
"437-Quinta-St,-Longs,-SC-29568",148,86,118,Single Family,2017.0,267-12-02-0021,ANCHORS BEND PH 3; LOT 73,Unknown,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 2102}, '2021': {'year': 2021, 'total': 2223}, '2022': {'year': 2022, 'total': 2223}}",0.0
"411-W-Harrison-St,-Sullivan,-IL-61951",149,87,119,Single Family,1905.0,08-08-02-422-001,"BEG NW COR BLK 5, CAMFIELD'S ADDN S130', E140',, N30', E10', N100', W150' TO POB, 9-26-19 19D-429 ,",CAMFIELD ADD,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 3613}, '2023': {'year': 2023, 'total': 3574}}",1.0
"Emory-Cove-Dr,-Harriman,-TN-37748",150,0,120,Land,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"PO-Box-39087,-Baltimore,-MD-21212",151,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"196-Lenox-Pl,-Memphis,-TN-38104",152,88,121,Single Family,1980.0,028-034- - -00072,122.8 E OF EDGEWOOD AVE ES LENOX PL PD,FINAL PLAN LENOX PLACE TOWNHOMES,RU-3,Unknown,"{'2021': {'year': 2021, 'total': 2226}, '2022': {'year': 2022, 'total': 2201}, '2023': {'year': 2023, 'total': 2201}}",0.0
"2850-Krem-Ave,-Saint-Louis,-MO-63114",153,89,122,Single Family,1964.0,14L-1-3-035-0,GOCKE TERRACE PLAT 5,GOCKE TERRACE PLAT 5,43R-3,Unknown,"{'2022': {'year': 2022, 'total': 2132}, '2023': {'year': 2023, 'total': 2225}}",0.0
"85-Centre-St,-Winthrop,-MA-02152",154,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"353-Godfrey-St,-Rehrersburg,-PA-19550",155,0,123,Unknown,0.0,4411-16-83-7357,Unknown,Unknown,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 426}}",1.0
"89-Wellington-Blvd,-Reading,-PA-19610",156,90,124,Single Family,1976.0,4397-17-00-6047,LOT:140 141 DIST:96 CITY/MUNI/TWP:WYOMISSING BORO MAP REF:964397,Unknown,Unknown,Unknown,"{'2024': {'year': 2024, 'total': 2132}}",1.0
"2845-N-Wolf-Creek-Dr,-Eden,-UT-84310",157,91,125,Single Family,1991.0,22-021-0096,"ALL OF LOT 23, EDEN MEADOWS SUBDIVISION, PHASE 2, WEBER COUNTY, UTAH.",EDEN MEADOWS SUB PH 2,01A,Unknown,"{'2022': {'year': 2022, 'total': 3920}, '2023': {'year': 2023, 'total': 3968}, '2024': {'year': 2024, 'total': 4500}}",1.0
"206-E-Main-St,-Cary,-IL-60013",158,92,126,Single Family,1952.0,20-18-106-029,DOC 2005R0105961 LT 48 MONTANAS ADDN UNIT 2,MONTANAS ADD,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 5845}, '2023': {'year': 2023, 'total': 6445}}",1.0
"2520-Trenton-St,-Joplin,-MO-64801",159,93,127,Single Family,1920.0,16-7.0-36-20-26-2.0,ROYAL HEIGHTS LOT 268,ROYAL HEIGHTS,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 250}, '2023': {'year': 2023, 'total': 343}}",0.0
"1915-41st-St,-Apt-A,-Lubbock,-TX-79412",160,0,128,Apartment,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2565-Hudson-Pl,-New-Orleans,-LA-70131",161,94,129,Single Family,1960.0,5-13-8-166-16,AURORA GDNS SQ 20 LOT 16 75/74 X 112 2565 HUDSON PL & 5222 ANSON,AURORA,Unknown,Unknown,Unknown,1.0
"256-Timberview-Dr,-Safety-Harbor,-FL-34695",162,95,130,Single Family,1981.0,21-28-16-18652-000-2580,COUNTRY VILLAS-UNIT TWO LOT 258,COUNTRY VILLAS-UNIT TWO,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 2068}, '2023': {'year': 2023, 'total': 2173}, '2024': {'year': 2024, 'total': 2217}}",1.0
"206-Lawford-Dr-SW,-Leesburg,-VA-20175",163,0,131,Single Family,1998.0,273-27-3581-000,GREENWAY FARM SEC 7 LOT 71 1640--1521,GREENWAY FARM,LB:PRN,Unknown,"{'2020': {'year': 2020, 'total': 6123}, '2022': {'year': 2022, 'total': 5780}, '2023': {'year': 2023, 'total': 6024}}",1.0
"1823-Terry-Ave,-Apt-3603,-Seattle,-WA-98101",164,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"3602-Senasac-Ave,-Long-Beach,-CA-90808",165,96,132,Single Family,1950.0,7186-005-014,TRACT NO 14261 LOT 549,14261,LBR1N,Unknown,"{'2019': {'year': 2019, 'total': 8933}, '2022': {'year': 2022, 'total': 12990}, '2023': {'year': 2023, 'total': 13850}}",1.0
"8519-Harvard-Ct-SE,-Lacey,-WA-98503",166,0,133,Single Family,1976.0,5811-00-09200,SECTION 25 TOWNSHIP 18 RANGE 1W PLAT LAKE FOREST DIV 1 LT 92 DOCUMENT 018/005,LAKE FOREST,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 3617}}",1.0
"1312-Woodglen-Ave,-Ypsilanti,-MI-48198",167,0,134,Single Family,1968.0,K -11-14-184-146,YP# 153-25 LOT 146 TURTLE CREEK SUB. NO. 2.,TURTLE CREEK SUB,Unknown,Unknown,Unknown,1.0
"2135-Chestnut-Log-Dr,-Lithia-Springs,-GA-30122",168,97,135,Single Family,1973.0,0924-18-2- -00047,"HSE/LOT #65, CHESTNUT LOG S/D, U-2",CHESTNUT LOG S/D,R-LD,Unknown,"{'2019': {'year': 2019, 'total': 1007}, '2020': {'year': 2020, 'total': 1330}, '2022': {'year': 2022, 'total': 21533}, '2023': {'year': 2023, 'total': 649}, '2024': {'year': 2024, 'total': 1201}}",1.0
"10561-W-Sunset-Blvd,-Los-Angeles,-CA-90077",169,98,136,Single Family,1990.0,4362-012-007,BEL AIR E 146.85 FT MEASURED ON S LINE OF LOT 159,BEL AIR,LARE20,Unknown,"{'2022': {'year': 2022, 'total': 36074}, '2023': {'year': 2023, 'total': 37788}}",1.0
"629-E-Locust-St,---A,-Milwaukee,-WI-53212",170,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1730-Bradbury-Dr,-Montebello,-CA-90640",171,99,137,Condo,1977.0,5275-025-139,*TR=28688 LOT 5 CONDOMINIUM*UNIT 72,FOOTHILL TOWNHOME,MNR3PD*,Unknown,"{'2022': {'year': 2022, 'total': 3800}, '2023': {'year': 2023, 'total': 3933}, '2024': {'year': 2024, 'total': 3952}}",0.0
"36-Crystal-Springs-Dr,-Lexington,-SC-29073",172,0,138,Single Family,1990.0,009800-03-026,PT TRACT A & TRACT B,Unknown,LR,Unknown,"{'2022': {'year': 2022, 'total': 707}}",1.0
"2412-Thompson-Mill-Rd,-Gainesville,-GA-30506",173,0,139,Single Family,1983.0,10-135 -000-002I,2412 THOMPSON MILL ROAD,ROY F HOOPER JR,R-I,Unknown,"{'2022': {'year': 2022, 'total': 2266}}",1.0
"3968-W-227th-St,-Cleveland,-OH-44126",174,100,140,Single Family,1925.0,321-15-037,6 JANMAR#5 0837 ALL MB321 PG15 MB02887 PG0057 MB PG,JANMAR#5,RIF-50,Unknown,"{'2022': {'year': 2022, 'total': 3743}, '2023': {'year': 2023, 'total': 3837}}",1.0
"1562-Sw-63rd-Ave-Apt-O,-Gainesville,-FL-32608",175,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"740-Kenton-Galion-Rd-E,-Marion,-OH-43302",176,0,141,Single Family,1987.0,Unknown,Unknown,Unknown,Unknown,Unknown,"{'2015': {'year': 2015, 'total': 1185}, '2016': {'year': 2016, 'total': 1209}, '2017': {'year': 2017, 'total': 1219}, '2018': {'year': 2018, 'total': 1205}, '2019': {'year': 2019, 'total': 1420}, '2020': {'year': 2020, 'total': 1125}, '2021': {'year': 2021, 'total': 1176}, '2022': {'year': 2022, 'total': 1370}, '2023': {'year': 2023, 'total': 1356}, '2024': {'year': 2024, 'total': 1336}}",0.0
"142-W-Cathedral-Ct,-New-Castle,-CO-81647",177,101,142,Single Family,2001.0,212330452003,SECTION: 30 TOWNSHIP: 5 RANGE: 90 SUBDIVISION: VILLAS AT THE PEAKS TOWNHOMES BLOCK: 1 LOT: 2 FKA CASTLE VALLEY RANCH FLG 6,VILLAS AT THE PEAKS TOWNHOMES,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 1447}, '2023': {'year': 2023, 'total': 1646}}",0.0
"8469-Insignia-Ave,-Unit-105,-Las-Vegas,-NV-89178",178,102,143,Single Family,2018.0,176-21-313-041,MOUNTAINS EDGE POD 101 PLAT BOOK 130 PAGE 54 UNIT 5 BLDG 10,MOUNTAINS EDGE POD 101,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 2148}, '2021': {'year': 2021, 'total': 2280}, '2022': {'year': 2022, 'total': 2462}, '2023': {'year': 2023, 'total': 2659}}",1.0
"12233-S-May-St,-Chicago,-IL-60643",179,0,144,Single Family,1947.0,25-29-212-058,DIST:72 CITY/MUNI/TWP:LAKE SEC/TWN/RNG/MER:SEC 29 TWN 37N RNG 14E,Unknown,Unknown,Unknown,"{'2018': {'year': 2018, 'total': 1516}, '2020': {'year': 2020, 'total': 1538}, '2021': {'year': 2021, 'total': 403}, '2022': {'year': 2022, 'total': 412}, '2023': {'year': 2023, 'total': 423}}",1.0
"7107-Bayou-Forest-Dr,-Houston,-TX-77088",180,103,145,Single Family,1970.0,1000480000043,LT 43 CANDLELIGHT FOREST SEC 1,CANDLELIGHT FOREST,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 1077}, '2020': {'year': 2020, 'total': 7}, '2022': {'year': 2022, 'total': 7}, '2023': {'year': 2023, 'total': 7}}",1.0
"175-W-Cohawkin-Rd,-Ste-B,-Clarksboro,-NJ-08020",181,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1325-N-5th-St,-Apt-402,-Philadelphia,-PA-19122",182,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"16650-W-Monte-Cristo-Ave,-Surprise,-AZ-85388",183,104,146,Single Family,2003.0,509-10-246,NORTHWEST RANCH UNIT 2 PHASE D MCR 567-18,NORTHWEST RANCH UNIT 2 PHASE D,PAD,Unknown,"{'2021': {'year': 2021, 'total': 1059}, '2022': {'year': 2022, 'total': 1005}, '2023': {'year': 2023, 'total': 1077}, '2024': {'year': 2024, 'total': 1012}}",1.0
"2826-Misty-Ln,-Apt-37,-Bossier-City,-LA-71111",184,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1223-S-Kildare-Ave,-Chicago,-IL-60623",185,105,147,Single Family,1908.0,16-22-202-014,FRANCIS P (CASEYS) SUB OF BLKS 1-4 IN SUB BY L C PAIN E FREER OF WH NE SEC 22-39-13,CASEYS SUB,Unknown,Unknown,"{'2018': {'year': 2018, 'total': 2245}, '2021': {'year': 2021, 'total': 2017}, '2022': {'year': 2022, 'total': 2064}, '2023': {'year': 2023, 'total': 2117}}",1.0
"10-W-Genesee-St,-Apt-9,-Baldwinsville,-NY-13027",186,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2309-Nelson-St,-Henrico,-VA-23228",187,106,148,Single Family,1954.0,780-746-0734,0083190011 0012; PARK VIEW BL 11 LT 12 96 A2 15,PARK VIEW,R-4,Unknown,"{'2018': {'year': 2018, 'total': 1476}, '2021': {'year': 2021, 'total': 1802}, '2022': {'year': 2022, 'total': 2012}, '2024': {'year': 2024, 'total': 2343}}",1.0
"Fernwood-Cir,-Lot-9,-Foley,-AL-36535",188,0,12,Land,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1779-Tremainsville-Rd,-Apt-229,-Toledo,-OH-43613",189,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1105-W-125th-Dr,-Denver,-CO-80234",190,107,149,Single Family,1997.0,R0024374,SUB:HOME FARM FILING NO 3 BLK:2 LOT:67,HOME FARM FILING NO 3,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 3875}, '2023': {'year': 2023, 'total': 6205}, '2024': {'year': 2024, 'total': 5805}}",1.0
"10505-Ash-Rill-Dr,-Alpharetta,-GA-30022",191,108,150,Single Family,1984.0,12 302408650351,ID,BERKSHIRE MANOR,R4C,Unknown,"{'2019': {'year': 2019, 'total': 1098}, '2021': {'year': 2021, 'total': 1124}, '2022': {'year': 2022, 'total': 3797}, '2023': {'year': 2023, 'total': 4157}}",1.0
"501-Williamsburg-Dr,-Nashville,-TN-37214",192,109,151,Townhouse,1986.0,121-04-0A-001-00,UNIT 501 BLDG 1 WILLIAMSBURG CONDOMINIUM PH 1,WILLIAMS,RM9,{'fee': 275},"{'2020': {'year': 2020, 'total': 1105}, '2022': {'year': 2022, 'total': 1457}, '2023': {'year': 2023, 'total': 1124}}",1.0
"405-W-Montecito-Ave,-Sierra-Madre,-CA-91024",193,110,152,Single Family,2007.0,5768-011-005,TRACT NO 83O5 LOTS 6 AND LOT 7,83,SRR109,Unknown,"{'2022': {'year': 2022, 'total': 13772}, '2023': {'year': 2023, 'total': 14257}, '2024': {'year': 2024, 'total': 42070}}",0.0
"1620-Miller-Dr,-Deland,-FL-32720",194,111,153,Single Family,1988.0,6032-00-00-0446,32 16 30 S 200 FT OF W 219.99 FT OF E 1/2 OF W 15 1/2 CHS OF SE 1/4 OF SW 1/4 EXC N 930.58 FT & EXC PART FOR RD PER OR 2987,MILLERS,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 1864}}",1.0
"1208-Longview-Dr,-Diamond-Bar,-CA-91765",195,112,154,Single Family,1986.0,8701-037-021,TR=42565 LOT 28,42565,LCRPD20000,Unknown,"{'2019': {'year': 2019, 'total': 9822}, '2022': {'year': 2022, 'total': 10581}, '2024': {'year': 2024, 'total': 11094}}",1.0
"1825-W-Wilt-St,-Philadelphia,-PA-19121",196,113,155,Single Family,1915.0,32-1-1263-00,78' W GRATZ ST,Unknown,RSA5,Unknown,"{'2020': {'year': 2020, 'total': 1344}, '2022': {'year': 2022, 'total': 1344}, '2023': {'year': 2023, 'total': 1863}}",1.0
"8328-Parkridge-Dr,-Dexter,-MI-48130",197,0,156,Single Family,2010.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
